"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 28, 2006","1,414.01","1,392.24","1,414.01","1,380.25","-","1.22%"
"Jun 27, 2006","1,396.94","1,349.89","1,399.19","1,349.89","-","3.58%"
"Jun 26, 2006","1,348.62","1,345.40","1,348.62","1,337.38","-","0.28%"
"Jun 23, 2006","1,344.90","1,353.55","1,355.53","1,337.58","-","-0.68%"
"Jun 22, 2006","1,354.12","1,364.16","1,391.15","1,354.12","-","-0.55%"
"Jun 21, 2006","1,361.58","1,364.82","1,376.00","1,348.87","-","0.04%"
"Jun 20, 2006","1,361.00","1,346.54","1,361.00","1,322.87","-","1.00%"
"Jun 19, 2006","1,347.47","1,329.90","1,352.10","1,323.16","-","1.32%"
"Jun 16, 2006","1,329.87","1,346.52","1,389.65","1,315.66","-","-1.07%"
"Jun 15, 2006","1,344.27","1,277.35","1,344.27","1,277.35","-","5.48%"
"Jun 14, 2006","1,274.39","1,234.64","1,274.39","1,219.11","-","3.20%"
"Jun 13, 2006","1,234.82","1,358.88","1,358.88","1,234.44","-","-9.37%"
"Jun 09, 2006","1,362.51","1,361.93","1,384.89","1,347.97","-","0.10%"
"Jun 08, 2006","1,361.12","1,425.50","1,425.50","1,361.12","-","-4.91%"
"Jun 07, 2006","1,431.40","1,469.89","1,475.85","1,422.03","-","-2.62%"
"Jun 06, 2006","1,469.95","1,541.90","1,541.90","1,469.95","-","-4.73%"
"Jun 05, 2006","1,542.95","1,539.40","1,560.19","1,539.40","-","0.49%"
"Jun 02, 2006","1,535.38","1,465.79","1,536.97","1,465.79","-","5.16%"
"Jun 01, 2006","1,459.99","1,460.70","1,463.29","1,449.10","-","-0.08%"
"May 31, 2006","1,461.22","1,476.61","1,476.61","1,443.67","-","-1.07%"
"May 30, 2006","1,476.99","1,492.35","1,498.47","1,454.69","-","-1.01%"
"May 29, 2006","1,492.08","1,495.28","1,524.58","1,492.08","-","-0.20%"
"May 26, 2006","1,495.11","1,426.60","1,496.44","1,426.60","-","4.92%"
"May 25, 2006","1,424.97","1,368.07","1,425.81","1,362.74","-","4.13%"
"May 24, 2006","1,368.50","1,407.41","1,407.41","1,354.19","-","-2.77%"
"May 23, 2006","1,407.49","1,319.96","1,408.27","1,311.32","-","6.75%"
"May 22, 2006","1,318.50","1,448.82","1,449.22","1,315.15","-","-9.05%"
"May 19, 2006","1,449.75","1,492.44","1,510.56","1,449.75","-","-2.74%"
"May 18, 2006","1,490.64","1,536.97","1,536.97","1,477.55","-","-3.41%"
"May 17, 2006","1,543.26","1,585.48","1,614.07","1,543.12","-","-2.65%"
"May 16, 2006","1,585.35","1,586.86","1,592.66","1,530.36","-","-0.26%"
"May 15, 2006","1,589.46","1,680.78","1,681.46","1,582.98","-","-5.45%"
"May 12, 2006","1,681.07","1,723.95","1,723.95","1,680.84","-","-2.49%"
"May 11, 2006","1,723.97","1,740.19","1,761.35","1,684.98","-","-0.92%"
"May 10, 2006","1,739.92","1,767.48","1,795.00","1,738.69","-","-1.44%"
"May 06, 2006","1,765.35","1,749.52","1,765.35","1,749.21","-","0.90%"
"May 05, 2006","1,749.52","1,740.77","1,758.19","1,740.77","-","0.57%"
"May 04, 2006","1,739.66","1,723.66","1,739.66","1,715.52","-","0.91%"
"May 03, 2006","1,724.03","1,716.67","1,737.87","1,716.67","-","0.43%"
"May 02, 2006","1,716.60","1,657.49","1,716.78","1,657.49","-","3.58%"
"Apr 28, 2006","1,657.28","1,624.10","1,657.28","1,621.74","-","1.92%"
"Apr 27, 2006","1,626.08","1,667.09","1,690.31","1,616.66","-","-2.59%"
"Apr 26, 2006","1,669.24","1,627.64","1,669.24","1,627.64","-","2.56%"
"Apr 25, 2006","1,627.51","1,623.13","1,633.18","1,621.47","-","0.14%"
"Apr 24, 2006","1,625.21","1,618.63","1,633.10","1,618.63","-","0.48%"
"Apr 21, 2006","1,617.52","1,616.24","1,617.52","1,603.81","-","-0.07%"
"Apr 20, 2006","1,618.64","1,615.12","1,626.44","1,613.99","-","0.22%"
"Apr 19, 2006","1,615.04","1,600.97","1,622.18","1,600.97","-","0.94%"
"Apr 18, 2006","1,600.01","1,583.72","1,601.80","1,583.72","-","1.09%"
"Apr 17, 2006","1,582.73","1,559.03","1,582.73","1,559.03","-","1.52%"
"Apr 14, 2006","1,559.03","1,547.12","1,559.03","1,546.06","-","0.87%"
"Apr 13, 2006","1,545.54","1,562.10","1,569.76","1,544.75","-","-1.03%"
"Apr 12, 2006","1,561.57","1,552.61","1,561.57","1,535.47","-","0.51%"
"Apr 11, 2006","1,553.67","1,556.56","1,582.50","1,553.49","-","-0.09%"
"Apr 10, 2006","1,555.06","1,523.94","1,556.92","1,519.28","-","2.10%"
"Apr 07, 2006","1,523.15","1,493.52","1,525.85","1,491.15","-","1.96%"
"Apr 06, 2006","1,493.84","1,485.67","1,506.24","1,485.67","-","0.58%"
"Apr 05, 2006","1,485.22","1,459.01","1,485.46","1,459.01","-","2.03%"
"Apr 04, 2006","1,455.67","1,451.29","1,460.69","1,450.87","-","0.33%"
"Apr 03, 2006","1,450.88","1,434.73","1,451.02","1,434.65","-","1.11%"
"Mar 31, 2006","1,434.99","1,431.08","1,442.91","1,431.04","-","0.26%"
"Mar 30, 2006","1,431.22","1,393.32","1,431.22","1,393.32","-","2.87%"
"Mar 29, 2006","1,391.31","1,414.58","1,414.58","1,390.24","-","-1.65%"
"Mar 28, 2006","1,414.70","1,428.08","1,428.75","1,413.80","-","-0.98%"
"Mar 27, 2006","1,428.69","1,420.70","1,436.57","1,420.70","-","0.59%"
"Mar 24, 2006","1,420.25","1,429.17","1,429.59","1,407.78","-","-0.69%"
"Mar 23, 2006","1,430.18","1,408.96","1,430.48","1,408.96","-","1.52%"
"Mar 22, 2006","1,408.81","1,394.88","1,408.81","1,391.39","-","0.97%"
"Mar 21, 2006","1,395.24","1,408.12","1,408.12","1,394.58","-","-0.94%"
"Mar 20, 2006","1,408.52","1,415.71","1,425.85","1,406.14","-","-0.45%"
"Mar 17, 2006","1,414.92","1,381.38","1,420.10","1,381.38","-","2.40%"
"Mar 16, 2006","1,381.70","1,376.84","1,383.92","1,371.98","-","0.32%"
"Mar 15, 2006","1,377.33","1,363.93","1,377.38","1,359.91","-","1.25%"
"Mar 14, 2006","1,360.33","1,384.85","1,405.04","1,348.16","-","-1.75%"
"Mar 13, 2006","1,384.58","1,353.63","1,391.80","1,352.51","-","2.47%"
"Mar 10, 2006","1,351.26","1,361.40","1,365.79","1,341.59","-","-0.74%"
"Mar 09, 2006","1,361.28","1,393.27","1,393.27","1,350.15","-","-2.52%"
"Mar 07, 2006","1,396.48","1,476.68","1,476.68","1,396.48","-","-5.70%"
"Mar 06, 2006","1,480.90","1,487.21","1,497.52","1,479.63","-","-0.42%"
"Mar 03, 2006","1,487.11","1,467.00","1,497.17","1,467.00","-","1.38%"
"Mar 02, 2006","1,466.87","1,452.95","1,470.82","1,452.95","-","1.11%"
"Mar 01, 2006","1,450.82","1,453.70","1,465.69","1,434.82","-","-0.18%"
"Feb 28, 2006","1,453.44","1,515.10","1,515.10","1,451.52","-","-4.19%"
"Feb 27, 2006","1,516.99","1,516.59","1,531.27","1,496.78","-","0.03%"
"Feb 26, 2006","1,516.46","1,465.62","1,516.66","1,465.62","-","3.47%"
"Feb 22, 2006","1,465.62","1,444.38","1,466.42","1,442.94","-","1.47%"
"Feb 21, 2006","1,444.35","1,459.93","1,464.00","1,444.35","-","-1.04%"
"Feb 20, 2006","1,459.48","1,430.87","1,459.48","1,430.87","-","2.19%"
"Feb 17, 2006","1,428.14","1,382.49","1,428.15","1,382.49","-","3.37%"
"Feb 16, 2006","1,381.59","1,373.92","1,386.70","1,366.70","-","0.47%"
"Feb 15, 2006","1,375.10","1,368.92","1,375.10","1,355.16","-","0.53%"
"Feb 14, 2006","1,367.91","1,365.11","1,383.22","1,362.37","-","0.20%"
"Feb 13, 2006","1,365.24","1,363.65","1,369.72","1,357.52","-","-0.00%"
"Feb 10, 2006","1,365.26","1,367.08","1,370.06","1,360.36","-","-0.08%"
"Feb 09, 2006","1,366.37","1,336.46","1,367.47","1,336.46","-","2.34%"
"Feb 08, 2006","1,335.19","1,330.16","1,335.40","1,312.06","-","0.34%"
"Feb 07, 2006","1,330.64","1,325.48","1,335.01","1,322.96","-","0.41%"
"Feb 06, 2006","1,325.27","1,308.45","1,332.44","1,308.45","-","1.31%"
"Feb 03, 2006","1,308.13","1,334.13","1,334.13","1,307.88","-","-2.00%"
"Feb 02, 2006","1,334.85","1,339.79","1,342.18","1,333.35","-","-0.35%"
"Feb 01, 2006","1,339.57","1,316.01","1,340.02","1,308.95","-","1.79%"
"Jan 31, 2006","1,315.96","1,334.04","1,346.46","1,314.75","-","-1.22%"
"Jan 30, 2006","1,332.27","1,374.00","1,376.43","1,331.59","-","-2.98%"
"Jan 27, 2006","1,373.22","1,338.63","1,373.22","1,338.63","-","2.65%"
"Jan 26, 2006","1,337.82","1,324.37","1,340.33","1,323.01","-","0.99%"
"Jan 25, 2006","1,324.65","1,307.05","1,325.82","1,307.05","-","1.35%"
"Jan 24, 2006","1,307.05","1,296.20","1,308.05","1,296.20","-","0.90%"
"Jan 23, 2006","1,295.39","1,304.28","1,305.82","1,287.71","-","-0.70%"
"Jan 20, 2006","1,304.53","1,278.93","1,305.96","1,278.93","-","2.05%"
"Jan 19, 2006","1,278.28","1,233.01","1,278.28","1,225.66","-","3.50%"
"Jan 18, 2006","1,235.01","1,252.91","1,252.91","1,219.79","-","-1.48%"
"Jan 17, 2006","1,253.58","1,277.79","1,292.30","1,246.61","-","-1.83%"
"Jan 16, 2006","1,276.90","1,240.05","1,277.26","1,240.05","-","3.00%"
"Jan 13, 2006","1,239.76","1,255.65","1,261.57","1,234.10","-","-1.29%"
"Jan 12, 2006","1,255.92","1,216.96","1,261.42","1,216.96","-","3.23%"
"Jan 11, 2006","1,216.66","1,190.04","1,216.92","1,188.86","-","2.21%"
"Jan 10, 2006","1,190.34","1,128.20","1,192.90","1,128.20","-","5.75%"
"Dec 30, 2005","1,125.60","1,121.86","1,125.95","1,121.84","-","0.30%"
"Dec 29, 2005","1,122.21","1,115.98","1,124.82","1,115.98","-","0.56%"
"Dec 28, 2005","1,115.92","1,123.94","1,123.94","1,114.73","-","-0.71%"
"Dec 27, 2005","1,123.91","1,126.77","1,128.17","1,123.91","-","-0.30%"
"Dec 26, 2005","1,127.28","1,126.29","1,128.82","1,126.10","-","0.11%"
"Dec 23, 2005","1,126.09","1,128.06","1,139.04","1,126.09","-","-0.21%"
"Dec 22, 2005","1,128.51","1,105.68","1,129.02","1,105.68","-","2.10%"
"Dec 21, 2005","1,105.27","1,100.91","1,105.37","1,100.32","-","0.41%"
"Dec 20, 2005","1,100.78","1,101.84","1,101.84","1,098.45","-","-0.28%"
"Dec 19, 2005","1,103.84","1,098.29","1,103.99","1,097.66","-","0.41%"
"Dec 16, 2005","1,099.36","1,100.76","1,101.61","1,098.30","-","-0.16%"
"Dec 15, 2005","1,101.12","1,103.49","1,108.51","1,100.61","-","-0.41%"
"Dec 14, 2005","1,105.67","1,093.97","1,106.28","1,092.22","-","1.06%"
"Dec 13, 2005","1,094.03","1,095.58","1,096.47","1,093.12","-","-0.16%"
"Dec 12, 2005","1,095.75","1,082.53","1,095.75","1,082.53","-","1.23%"
"Dec 09, 2005","1,082.40","1,080.75","1,086.98","1,079.76","-","0.27%"
"Dec 08, 2005","1,079.48","1,082.13","1,082.13","1,068.61","-","-0.34%"
"Dec 07, 2005","1,083.18","1,072.18","1,085.06","1,072.17","-","1.01%"
"Dec 06, 2005","1,072.34","1,076.70","1,077.75","1,069.72","-","-0.34%"
"Dec 05, 2005","1,076.02","1,073.31","1,084.36","1,073.31","-","0.27%"
"Dec 02, 2005","1,073.16","1,060.07","1,079.89","1,060.07","-","1.34%"
"Dec 01, 2005","1,058.93","1,038.40","1,059.28","1,038.40","-","2.09%"
"Nov 30, 2005","1,037.26","1,034.85","1,039.04","1,030.22","-","0.23%"
"Nov 29, 2005","1,034.91","1,038.95","1,038.95","1,028.23","-","-0.47%"
"Nov 28, 2005","1,039.80","1,035.39","1,048.81","1,035.39","-","0.51%"
"Nov 25, 2005","1,034.52","1,029.75","1,034.52","1,026.30","-","0.49%"
"Nov 24, 2005","1,029.46","1,016.86","1,029.46","1,016.78","-","1.21%"
"Nov 23, 2005","1,017.15","1,015.54","1,019.46","1,015.54","-","0.24%"
"Nov 22, 2005","1,014.76","1,021.69","1,025.89","1,012.61","-","-0.61%"
"Nov 21, 2005","1,020.98","1,014.20","1,029.30","1,014.20","-","0.70%"
"Nov 18, 2005","1,013.92","1,013.39","1,017.88","1,011.12","-","-0.04%"
"Nov 17, 2005","1,014.37","990.50","1,017.43","990.50","-","2.49%"
"Nov 16, 2005","989.72","991.08","991.70","983.66","-","-0.15%"
"Nov 15, 2005","991.22","989.27","997.79","989.15","-","0.23%"
"Nov 14, 2005","988.97","969.86","988.97","969.86","-","2.00%"
"Nov 11, 2005","969.58","970.92","970.92","963.13","-","-0.27%"
"Nov 10, 2005","972.23","980.51","981.95","971.45","-","-0.82%"
"Nov 09, 2005","980.29","972.11","985.28","971.17","-","0.93%"
"Nov 08, 2005","971.21","969.21","971.68","963.74","-","-0.04%"
"Nov 07, 2005","971.64","972.38","973.49","960.39","-","-0.08%"
"Nov 03, 2005","972.43","965.28","974.02","965.28","-","0.84%"
"Nov 02, 2005","964.35","943.82","964.35","943.82","-","2.36%"
"Nov 01, 2005","942.11","935.05","949.10","934.37","-","0.76%"
"Oct 31, 2005","934.99","911.18","934.99","911.18","-","2.66%"
"Oct 28, 2005","910.75","897.49","911.54","893.47","-","1.37%"
"Oct 27, 2005","898.48","909.86","911.86","895.78","-","-1.31%"
"Oct 26, 2005","910.42","905.75","913.41","905.75","-","0.67%"
"Oct 25, 2005","904.35","911.49","915.56","901.55","-","-0.46%"
"Oct 24, 2005","908.57","887.74","908.98","886.81","-","2.33%"
"Oct 21, 2005","887.88","886.61","887.88","873.49","-","0.06%"
"Oct 20, 2005","887.37","886.41","894.62","886.41","-","0.60%"
"Oct 19, 2005","882.10","914.46","914.46","882.10","-","-3.93%"
"Oct 18, 2005","918.17","917.70","927.13","917.70","-","0.30%"
"Oct 17, 2005","915.41","913.35","923.44","908.22","-","0.47%"
"Oct 14, 2005","911.17","934.82","934.91","911.07","-","-2.56%"
"Oct 13, 2005","935.15","964.35","964.35","930.76","-","-3.28%"
"Oct 12, 2005","966.87","995.22","1,004.47","966.87","-","-2.82%"
"Oct 11, 2005","994.88","970.27","994.88","968.95","-","2.53%"
"Oct 10, 2005","970.29","949.76","971.99","949.76","-","2.23%"
"Oct 07, 2005","949.12","954.89","957.15","943.03","-","-0.57%"
"Oct 06, 2005","954.57","1,004.06","1,004.06","951.89","-","-5.45%"
"Oct 05, 2005","1,009.64","1,041.76","1,041.76","1,009.36","-","-3.39%"
"Oct 04, 2005","1,045.02","1,039.12","1,052.73","1,039.12","-","0.60%"
"Oct 03, 2005","1,038.76","1,007.76","1,038.93","1,007.76","-","3.08%"
"Sep 30, 2005","1,007.76","991.24","1,008.56","991.24","-","1.68%"
"Sep 29, 2005","991.13","989.56","999.10","989.56","-","0.29%"
"Sep 28, 2005","988.28","984.68","1,000.49","984.68","-","0.38%"
"Sep 27, 2005","984.52","956.19","984.52","956.19","-","3.11%"
"Sep 26, 2005","954.79","963.94","963.94","952.24","-","-1.09%"
"Sep 23, 2005","965.30","966.58","972.13","962.41","-","-0.07%"
"Sep 22, 2005","966.02","961.64","974.01","961.64","-","0.57%"
"Sep 21, 2005","960.50","944.71","960.50","936.61","-","1.64%"
"Sep 20, 2005","944.99","947.76","963.69","938.87","-","-0.14%"
"Sep 19, 2005","946.33","922.47","946.33","920.58","-","2.52%"
"Sep 16, 2005","923.03","906.77","924.94","903.97","-","1.78%"
"Sep 15, 2005","906.86","896.80","907.71","896.80","-","1.20%"
"Sep 14, 2005","896.10","899.65","899.65","888.21","-","-0.45%"
"Sep 13, 2005","900.16","903.00","903.00","898.25","-","-0.41%"
"Sep 12, 2005","903.87","906.39","908.99","902.50","-","-0.22%"
"Sep 09, 2005","905.89","883.18","905.90","883.18","-","2.58%"
"Sep 08, 2005","883.14","866.97","883.14","866.97","-","1.91%"
"Sep 07, 2005","866.57","882.62","888.66","862.75","-","-1.81%"
"Sep 06, 2005","882.58","909.76","909.76","882.58","-","-3.03%"
"Sep 05, 2005","910.14","910.00","912.04","908.12","-","0.03%"
"Sep 02, 2005","909.88","894.56","909.90","894.56","-","1.71%"
"Sep 01, 2005","894.57","882.20","899.47","882.20","-","1.42%"
"Aug 31, 2005","882.03","880.87","882.40","869.86","-","0.13%"
"Aug 30, 2005","880.87","876.10","890.31","876.10","-","0.55%"
"Aug 29, 2005","876.05","873.07","876.47","872.13","-","0.35%"
"Aug 26, 2005","873.01","865.28","873.04","865.28","-","0.93%"
"Aug 25, 2005","864.95","863.67","865.41","860.84","-","0.16%"
"Aug 24, 2005","863.53","861.38","864.68","858.73","-","0.25%"
"Aug 23, 2005","861.41","858.53","862.32","858.53","-","0.34%"
"Aug 22, 2005","858.49","852.73","862.60","852.73","-","0.68%"
"Aug 19, 2005","852.70","840.00","852.98","838.72","-","1.46%"
"Aug 18, 2005","840.44","845.86","848.08","834.61","-","-0.72%"
"Aug 17, 2005","846.54","836.31","847.51","833.08","-","1.23%"
"Aug 16, 2005","836.25","812.77","836.28","812.77","-","2.95%"
"Aug 15, 2005","812.30","805.63","812.30","805.26","-","0.82%"
"Aug 12, 2005","805.70","805.12","806.35","798.62","-","0.07%"
"Aug 11, 2005","805.13","815.14","817.22","805.13","-","-1.23%"
"Aug 10, 2005","815.13","813.22","818.49","813.22","-","0.24%"
"Aug 09, 2005","813.19","811.25","814.96","810.20","-","0.39%"
"Aug 08, 2005","810.00","803.06","810.30","802.46","-","0.84%"
"Aug 05, 2005","803.22","794.27","803.24","794.27","-","1.16%"
"Aug 04, 2005","794.02","781.08","794.02","779.34","-","1.67%"
"Aug 03, 2005","780.94","790.69","794.02","780.86","-","-1.23%"
"Aug 02, 2005","790.63","783.06","791.07","783.06","-","1.05%"
"Aug 01, 2005","782.40","778.90","782.59","775.58","-","0.45%"
"Jul 29, 2005","778.93","779.62","783.98","778.46","-","-0.03%"
"Jul 28, 2005","779.18","770.63","779.37","770.63","-","1.12%"
"Jul 27, 2005","770.57","768.19","771.82","767.80","-","0.32%"
"Jul 26, 2005","768.13","778.78","778.78","766.74","-","-1.42%"
"Jul 25, 2005","779.19","770.24","779.71","770.24","-","1.18%"
"Jul 22, 2005","770.10","756.97","770.17","756.59","-","1.75%"
"Jul 21, 2005","756.84","758.50","762.56","755.58","-","-0.13%"
"Jul 20, 2005","757.83","745.61","757.92","745.61","-","1.65%"
"Jul 19, 2005","745.55","742.93","745.66","742.89","-","0.34%"
"Jul 18, 2005","743.01","746.05","747.13","743.01","-","-0.42%"
"Jul 15, 2005","746.17","753.82","753.82","745.63","-","-1.21%"
"Jul 14, 2005","755.29","758.58","759.41","754.11","-","-0.37%"
"Jul 13, 2005","758.06","751.37","759.72","751.37","-","0.84%"
"Jul 12, 2005","751.78","750.47","751.78","748.54","-","0.11%"
"Jul 11, 2005","750.96","749.02","754.35","749.02","-","0.25%"
"Jul 08, 2005","749.06","737.37","749.43","737.37","-","1.59%"
"Jul 07, 2005","737.35","741.09","744.39","725.94","-","-0.39%"
"Jul 06, 2005","740.25","722.46","742.17","722.46","-","2.93%"
"Jul 05, 2005","719.21","719.93","723.12","717.85","-","-0.18%"
"Jul 04, 2005","720.51","717.60","723.78","717.60","-","0.37%"
"Jul 01, 2005","717.87","706.47","717.87","706.22","-","1.63%"
"Jun 30, 2005","706.38","698.30","707.52","698.30","-","1.14%"
"Jun 29, 2005","698.40","698.96","699.79","696.17","-","-0.08%"
"Jun 28, 2005","698.93","700.19","700.41","695.86","-","-0.15%"
"Jun 27, 2005","700.00","701.98","701.98","698.61","-","-0.28%"
"Jun 24, 2005","701.98","702.25","702.36","698.55","-","-0.04%"
"Jun 23, 2005","702.28","696.04","702.67","695.94","-","0.91%"
"Jun 22, 2005","695.94","690.04","695.94","688.69","-","0.86%"
"Jun 21, 2005","690.04","690.21","690.21","686.62","-","-0.03%"
"Jun 20, 2005","690.23","685.68","690.30","685.68","-","0.70%"
"Jun 17, 2005","685.41","679.62","685.72","679.40","-","0.89%"
"Jun 16, 2005","679.35","682.07","684.68","679.35","-","-0.32%"
"Jun 15, 2005","681.51","685.32","685.97","681.51","-","-0.54%"
"Jun 14, 2005","685.23","676.77","685.56","676.77","-","1.25%"
"Jun 10, 2005","676.78","673.72","676.80","673.72","-","0.45%"
"Jun 09, 2005","673.72","671.88","674.55","671.49","-","0.27%"
"Jun 08, 2005","671.91","673.64","673.71","671.23","-","-0.17%"
"Jun 07, 2005","673.03","676.09","677.02","671.65","-","-0.47%"
"Jun 06, 2005","676.18","676.14","676.56","674.66","-","0.00%"
"Jun 03, 2005","676.17","676.38","677.05","674.73","-","-0.02%"
"Jun 02, 2005","676.28","667.13","676.75","667.13","-","1.37%"
"Jun 01, 2005","667.13","673.37","673.40","665.70","-","-1.08%"
"May 31, 2005","674.44","666.95","674.44","665.57","-","1.15%"
"May 30, 2005","666.79","671.32","671.32","666.78","-","-0.69%"
"May 27, 2005","671.40","671.14","674.25","671.14","-","0.11%"
"May 26, 2005","670.65","669.24","671.96","667.18","-","0.21%"
"May 25, 2005","669.24","669.50","671.77","667.18","-","-0.06%"
"May 24, 2005","669.65","646.27","669.66","646.27","-","3.63%"
"May 23, 2005","646.22","646.44","646.95","645.94","-","-0.04%"
"May 20, 2005","646.50","647.01","647.01","645.86","-","-0.09%"
"May 19, 2005","647.08","647.38","648.51","647.08","-","-0.05%"
"May 18, 2005","647.38","637.76","647.50","637.76","-","1.52%"
"May 17, 2005","637.71","632.90","637.71","631.20","-","0.63%"
"May 16, 2005","633.69","642.27","642.27","633.41","-","-1.37%"
"May 14, 2005","642.48","640.10","642.48","640.10","-","0.40%"
"May 13, 2005","639.90","648.81","650.70","638.73","-","-1.37%"
"May 12, 2005","648.80","662.69","662.69","648.80","-","-2.12%"
"May 11, 2005","662.84","669.57","669.59","662.84","-","-1.12%"
"May 06, 2005","670.33","671.11","671.83","670.28","-","-0.12%"
"May 05, 2005","671.12","669.87","675.54","669.87","-","0.30%"
"May 04, 2005","669.13","669.20","671.43","669.13","-","-0.03%"
"May 03, 2005","669.36","670.27","670.67","667.65","-","-0.15%"
"Apr 29, 2005","670.36","669.82","671.61","669.24","-","0.18%"
"Apr 28, 2005","669.18","675.05","676.69","669.18","-","-0.88%"
"Apr 27, 2005","675.11","685.27","685.27","675.11","-","-1.50%"
"Apr 26, 2005","685.38","687.17","687.47","685.38","-","-0.27%"
"Apr 25, 2005","687.24","687.30","692.02","687.12","-","0.08%"
"Apr 22, 2005","686.72","682.21","688.02","682.21","-","0.73%"
"Apr 21, 2005","681.74","675.80","681.74","675.23","-","0.89%"
"Apr 20, 2005","675.75","675.53","679.19","675.32","-","0.40%"
"Apr 19, 2005","673.05","674.87","677.54","673.05","-","-0.28%"
"Apr 18, 2005","674.96","687.93","687.93","671.89","-","-2.02%"
"Apr 15, 2005","688.90","691.66","691.92","685.56","-","-0.58%"
"Apr 14, 2005","692.92","705.64","705.64","690.04","-","-1.83%"
"Apr 13, 2005","705.84","697.80","708.41","697.80","-","1.10%"
"Apr 12, 2005","698.18","701.61","703.71","696.53","-","-0.49%"
"Apr 11, 2005","701.61","719.74","719.74","695.15","-","-2.52%"
"Apr 08, 2005","719.74","709.95","719.74","709.36","-","1.26%"
"Apr 07, 2005","710.75","708.39","715.76","708.39","-","0.34%"
"Apr 06, 2005","708.34","691.60","708.34","691.60","-","2.43%"
"Apr 05, 2005","691.52","687.01","691.64","685.26","-","0.40%"
"Apr 04, 2005","688.74","680.43","690.32","680.43","-","1.23%"
"Apr 01, 2005","680.38","669.06","680.38","669.06","-","1.69%"
"Mar 31, 2005","669.07","665.38","669.42","665.12","-","0.56%"
"Mar 30, 2005","665.33","674.21","674.46","664.59","-","-1.36%"
"Mar 29, 2005","674.48","680.53","681.63","674.48","-","-0.89%"
"Mar 28, 2005","680.52","685.21","685.21","678.89","-","-0.88%"
"Mar 25, 2005","686.54","678.82","686.54","678.80","-","1.16%"
"Mar 24, 2005","678.70","662.05","678.73","662.05","-","2.53%"
"Mar 23, 2005","661.95","674.39","674.39","658.36","-","-1.83%"
"Mar 22, 2005","674.29","667.19","674.29","667.14","-","1.06%"
"Mar 21, 2005","667.23","679.30","680.12","667.23","-","-1.77%"
"Mar 18, 2005","679.27","680.69","685.39","679.27","-","-0.14%"
"Mar 17, 2005","680.21","677.25","681.96","677.24","-","0.46%"
"Mar 16, 2005","677.12","698.74","698.78","676.66","-","-3.09%"
"Mar 15, 2005","698.71","698.52","700.29","697.12","-","0.17%"
"Mar 14, 2005","697.54","704.55","704.55","697.54","-","-0.99%"
"Mar 11, 2005","704.54","705.37","705.42","699.45","-","-0.20%"
"Mar 10, 2005","705.95","714.92","715.09","705.66","-","-1.52%"
"Mar 09, 2005","716.83","713.00","722.16","713.00","-","0.67%"
"Mar 05, 2005","712.03","706.75","712.03","706.75","-","0.75%"
"Mar 04, 2005","706.76","702.43","707.61","702.42","-","0.59%"
"Mar 03, 2005","702.58","704.02","705.73","702.01","-","-0.21%"
"Mar 02, 2005","704.05","714.11","716.52","704.05","-","-1.41%"
"Mar 01, 2005","714.10","716.50","718.43","714.07","-","-0.32%"
"Feb 28, 2005","716.42","701.42","716.59","701.42","-","2.15%"
"Feb 25, 2005","701.35","691.00","701.35","691.00","-","1.61%"
"Feb 24, 2005","690.23","675.47","690.23","675.47","-","2.54%"
"Feb 22, 2005","673.13","674.50","677.31","672.61","-","-0.22%"
"Feb 21, 2005","674.62","669.62","674.63","669.62","-","0.83%"
"Feb 18, 2005","669.08","665.58","670.28","665.40","-","0.51%"
"Feb 17, 2005","665.69","661.28","665.79","660.83","-","0.56%"
"Feb 16, 2005","661.99","658.72","664.21","658.72","-","0.51%"
"Feb 15, 2005","658.66","653.71","659.36","653.06","-","0.77%"
"Feb 14, 2005","653.65","655.39","657.92","653.47","-","-0.21%"
"Feb 11, 2005","655.04","654.22","655.05","651.04","-","0.07%"
"Feb 10, 2005","654.60","656.39","656.39","649.28","-","-0.30%"
"Feb 09, 2005","656.59","654.95","658.10","654.54","-","0.25%"
"Feb 08, 2005","654.96","656.27","656.27","652.80","-","-0.25%"
"Feb 07, 2005","656.59","654.66","661.10","654.65","-","0.30%"
"Feb 04, 2005","654.63","655.44","655.44","651.75","-","-0.03%"
"Feb 03, 2005","654.84","651.17","655.84","649.72","-","0.59%"
"Feb 02, 2005","650.98","640.33","652.46","640.33","-","1.66%"
"Feb 01, 2005","640.32","637.20","640.32","634.74","-","0.49%"
"Jan 31, 2005","637.21","625.05","640.41","625.01","-","1.93%"
"Jan 28, 2005","625.15","610.63","625.15","609.79","-","2.11%"
"Jan 27, 2005","612.24","605.42","612.24","605.42","-","1.14%"
"Jan 26, 2005","605.31","607.06","608.29","601.81","-","-0.30%"
"Jan 25, 2005","607.14","600.60","608.71","600.60","-","1.24%"
"Jan 24, 2005","599.71","593.34","600.15","593.34","-","1.09%"
"Jan 21, 2005","593.22","591.27","593.28","590.62","-","0.26%"
"Jan 20, 2005","591.67","598.55","598.68","590.85","-","-1.31%"
"Jan 19, 2005","599.52","601.47","601.47","598.89","-","-0.37%"
"Jan 18, 2005","601.76","612.97","612.97","600.57","-","-1.93%"
"Jan 17, 2005","613.62","611.86","614.20","611.77","-","0.31%"
"Jan 14, 2005","611.74","605.19","611.76","604.95","-","1.08%"
