"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 29, 2014","1,153.36","1,149.48","1,167.90","1,148.79","-","1.23%"
"Apr 28, 2014","1,139.29","1,114.95","1,142.70","1,100.85","-","1.78%"
"Apr 25, 2014","1,119.37","1,140.62","1,140.62","1,117.45","-","-2.29%"
"Apr 24, 2014","1,145.66","1,174.52","1,177.41","1,135.50","-","-2.25%"
"Apr 23, 2014","1,171.99","1,178.02","1,179.02","1,168.09","-","-0.58%"
"Apr 22, 2014","1,178.81","1,186.10","1,186.55","1,169.16","-","-0.77%"
"Apr 21, 2014","1,187.94","1,200.44","1,200.93","1,184.94","-","-1.02%"
"Apr 18, 2014","1,200.22","1,194.11","1,207.47","1,194.11","-","2.35%"
"Apr 17, 2014","1,172.62","1,157.59","1,173.64","1,154.48","-","1.59%"
"Apr 16, 2014","1,154.31","1,146.26","1,157.91","1,134.78","-","0.99%"
"Apr 15, 2014","1,142.96","1,175.54","1,181.02","1,141.37","-","-3.14%"
"Apr 14, 2014","1,179.97","1,200.22","1,200.22","1,170.06","-","-2.00%"
"Apr 11, 2014","1,204.07","1,199.50","1,212.55","1,189.61","-","-0.77%"
"Apr 10, 2014","1,213.46","1,196.25","1,213.46","1,193.65","-","1.96%"
"Apr 09, 2014","1,190.13","1,195.80","1,198.55","1,179.28","-","-0.47%"
"Apr 08, 2014","1,195.71","1,194.48","1,199.84","1,180.89","-","0.16%"
"Apr 07, 2014","1,193.78","1,225.49","1,225.49","1,176.67","-","-3.25%"
"Apr 04, 2014","1,233.93","1,213.09","1,240.29","1,207.80","-","1.92%"
"Apr 03, 2014","1,210.71","1,222.93","1,227.78","1,205.52","-","-0.96%"
"Apr 02, 2014","1,222.47","1,236.50","1,239.69","1,211.85","-","-1.07%"
"Apr 01, 2014","1,235.74","1,227.13","1,241.90","1,219.49","-","0.79%"
"Mar 31, 2014","1,226.10","1,187.60","1,226.10","1,184.82","-","3.36%"
"Mar 28, 2014","1,186.28","1,180.51","1,192.84","1,172.58","-","0.58%"
"Mar 27, 2014","1,179.47","1,193.48","1,196.52","1,167.70","-","-1.62%"
"Mar 26, 2014","1,198.89","1,176.45","1,208.04","1,176.45","-","2.45%"
"Mar 25, 2014","1,170.20","1,135.07","1,178.29","1,127.72","-","3.41%"
"Mar 24, 2014","1,131.60","1,135.11","1,161.91","1,131.46","-","-0.41%"
"Mar 21, 2014","1,136.21","1,127.52","1,136.98","1,098.55","-","-1.27%"
"Mar 20, 2014","1,150.82","1,142.80","1,157.19","1,136.59","-","-0.43%"
"Mar 19, 2014","1,155.81","1,160.78","1,177.77","1,146.50","-","-0.47%"
"Mar 18, 2014","1,161.26","1,121.60","1,164.38","1,100.56","-","4.18%"
"Mar 17, 2014","1,114.66","1,070.41","1,119.24","1,063.93","-","4.91%"
"Mar 14, 2014","1,062.47","1,064.19","1,065.25","1,016.01","-","-1.43%"
"Mar 13, 2014","1,077.89","1,104.49","1,111.19","1,077.89","-","-2.02%"
"Mar 12, 2014","1,100.14","1,126.91","1,126.91","1,098.21","-","-2.82%"
"Mar 11, 2014","1,132.05","1,153.57","1,155.97","1,129.04","-","-2.31%"
"Mar 07, 2014","1,158.87","1,163.07","1,179.20","1,148.71","-","-0.49%"
"Mar 06, 2014","1,164.63","1,182.74","1,194.94","1,129.87","-","-1.47%"
"Mar 05, 2014","1,182.05","1,188.19","1,190.02","1,158.40","-","-0.18%"
"Mar 04, 2014","1,184.22","1,121.68","1,191.05","1,121.68","-","6.20%"
"Mar 03, 2014","1,115.06","1,239.77","1,239.77","1,087.46","-","-12.01%"
"Feb 28, 2014","1,267.27","1,262.91","1,268.38","1,243.96","-","0.50%"
"Feb 27, 2014","1,260.95","1,285.83","1,290.43","1,244.38","-","-1.95%"
"Feb 26, 2014","1,286.07","1,306.90","1,307.89","1,281.03","-","-1.55%"
"Feb 25, 2014","1,306.37","1,322.64","1,325.14","1,301.07","-","-0.96%"
"Feb 24, 2014","1,318.98","1,315.56","1,324.44","1,311.23","-","0.26%"
"Feb 21, 2014","1,315.54","1,305.88","1,318.10","1,304.15","-","0.95%"
"Feb 20, 2014","1,303.15","1,300.41","1,304.98","1,291.61","-","-0.22%"
"Feb 19, 2014","1,306.00","1,342.46","1,342.46","1,302.58","-","-2.80%"
"Feb 18, 2014","1,343.62","1,347.76","1,354.31","1,341.15","-","-0.28%"
"Feb 17, 2014","1,347.41","1,343.20","1,359.58","1,338.95","-","0.31%"
"Feb 14, 2014","1,343.20","1,321.61","1,347.19","1,321.37","-","1.63%"
"Feb 13, 2014","1,321.61","1,353.17","1,354.60","1,319.02","-","-2.33%"
"Feb 12, 2014","1,353.17","1,341.85","1,357.57","1,341.12","-","0.84%"
"Feb 11, 2014","1,341.85","1,336.02","1,350.61","1,333.36","-","0.44%"
"Feb 10, 2014","1,336.02","1,341.49","1,346.65","1,335.75","-","-0.41%"
"Feb 07, 2014","1,341.49","1,330.28","1,349.00","1,330.28","-","0.84%"
"Feb 06, 2014","1,330.28","1,317.50","1,332.05","1,314.12","-","0.97%"
"Feb 05, 2014","1,317.50","1,291.82","1,322.15","1,288.95","-","1.99%"
"Feb 04, 2014","1,291.82","1,293.20","1,293.56","1,265.71","-","-0.11%"
"Feb 03, 2014","1,293.20","1,301.02","1,309.36","1,292.77","-","-0.60%"
"Jan 31, 2014","1,301.02","1,320.90","1,323.67","1,294.34","-","-1.51%"
"Jan 30, 2014","1,320.90","1,308.00","1,322.09","1,286.66","-","0.99%"
"Jan 29, 2014","1,308.00","1,332.51","1,356.10","1,304.23","-","-1.84%"
